Sales Person,Country,Product,Date,Amount,Boxes Shipped,3%,5%,First Name,Second Name
Gigi Bohling,India,White Choc,13-04-22,"$1,393.00 ",172,$41.79 ,$69.65 ,Gigi,Bohling
Husein Augar,Canada,Choco Coated Almonds,15-08-22,"$3,381.00 ",408,$101.43 ,$169.05 ,Husein,Augar
Wilone O'Kielt,India,Choco Coated Almonds,22-08-22,"$2,933.00 ",233,$87.99 ,$146.65 ,Wilone,O'Kielt
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22-04-22,"$3,836.00 ",59,$115.08 ,$191.80 ,Wilone,O'Kielt
Kaine Padly,UK,Choco Coated Almonds,03-08-22,"$8,022.00 ",123,$240.66 ,$401.10 ,Kaine,Padly
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04-01-22,$371.00 ,229,$11.13 ,$18.55 ,Dennison,Crosswaite
Kelci Walkden,Canada,After Nines,13-01-22,"$16,702.00 ",198,$501.06 ,$835.10 ,Kelci,Walkden
Van Tuxwell,Australia,Baker's Choco Chips,11-05-22,"$13,258.00 ",32,$397.74 ,$662.90 ,Van,Tuxwell
Husein Augar,New Zealand,Peanut Butter Cubes,16-02-22,"$2,058.00 ",236,$61.74 ,$102.90 ,Husein,Augar
Kaine Padly,UK,Caramel Stuffed Bars,20-05-22,"$10,192.00 ",67,$305.76 ,$509.60 ,Kaine,Padly
Jehu Rudeforth,UK,Drinking Coco,03-02-22,"$7,140.00 ",438,$214.20 ,$357.00 ,Jehu,Rudeforth
Beverie Moffet,India,Manuka Honey Choco,06-05-22,"$9,835.00 ",167,$295.05 ,$491.75 ,Beverie,Moffet
Gunar Cockshoot,UK,Choco Coated Almonds,30-06-22,"$5,775.00 ",135,$173.25 ,$288.75 ,Gunar,Cockshoot
Gunar Cockshoot,UK,Smooth Sliky Salty,22-03-22,$749.00 ,148,$22.47 ,$37.45 ,Gunar,Cockshoot
Camilla Castle,Canada,Orange Choco,17-02-22,"$7,770.00 ",54,$233.10 ,$388.50 ,Camilla,Castle
Jehu Rudeforth,UK,85% Dark Bars,07-07-22,"$5,502.00 ",64,$165.06 ,$275.10 ,Jehu,Rudeforth
Oby Sorrel,UK,70% Dark Bites,16-03-22,"$6,223.00 ",181,$186.69 ,$311.15 ,Oby,Sorrel
Kelci Walkden,UK,99% Dark & Pure,12-08-22,"$3,507.00 ",114,$105.21 ,$175.35 ,Kelci,Walkden
Gigi Bohling,New Zealand,After Nines,21-01-22,"$5,600.00 ",181,$168.00 ,$280.00 ,Gigi,Bohling
Oby Sorrel,Australia,50% Dark Bites,06-05-22,$721.00 ,151,$21.63 ,$36.05 ,Oby,Sorrel
Oby Sorrel,Canada,50% Dark Bites,24-06-22,"$6,615.00 ",137,$198.45 ,$330.75 ,Oby,Sorrel
Barr Faughny,USA,White Choc,05-05-22,"$7,420.00 ",163,$222.60 ,$371.00 ,Barr,Faughny
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25-03-22,"$3,164.00 ",84,$94.92 ,$158.20 ,Rafaelita,Blaksland
Curtice Advani,Australia,Caramel Stuffed Bars,14-02-22,"$9,114.00 ",140,$273.42 ,$455.70 ,Curtice,Advani
Curtice Advani,New Zealand,85% Dark Bars,12-05-22,"$5,404.00 ",187,$162.12 ,$270.20 ,Curtice,Advani
Barr Faughny,New Zealand,Smooth Sliky Salty,25-01-22,"$3,990.00 ",169,$119.70 ,$199.50 ,Barr,Faughny
Ches Bonnell,UK,85% Dark Bars,28-06-22,"$14,924.00 ",12,$447.72 ,$746.20 ,Ches,Bonnell
Dennison Crosswaite,Australia,Drinking Coco,13-07-22,"$7,091.00 ",194,$212.73 ,$354.55 ,Dennison,Crosswaite
Roddy Speechley,USA,Milk Bars,16-05-22,"$2,807.00 ",252,$84.21 ,$140.35 ,Roddy,Speechley
Jan Morforth,India,After Nines,14-03-22,"$6,496.00 ",168,$194.88 ,$324.80 ,Jan,Morforth
Gunar Cockshoot,USA,After Nines,15-08-22,"$3,738.00 ",261,$112.14 ,$186.90 ,Gunar,Cockshoot
Ches Bonnell,India,Orange Choco,16-02-22,"$1,190.00 ",256,$35.70 ,$59.50 ,Ches,Bonnell
Mallorie Waber,UK,Manuka Honey Choco,15-06-22,"$8,379.00 ",43,$251.37 ,$418.95 ,Mallorie,Waber
Barr Faughny,Australia,Raspberry Choco,27-05-22,"$9,268.00 ",100,$278.04 ,$463.40 ,Barr,Faughny
Wilone O'Kielt,USA,Drinking Coco,14-06-22,"$1,029.00 ",98,$30.87 ,$51.45 ,Wilone,O'Kielt
Wilone O'Kielt,India,Eclairs,25-02-22,"$3,549.00 ",76,$106.47 ,$177.45 ,Wilone,O'Kielt
Wilone O'Kielt,India,After Nines,04-08-22,"$12,026.00 ",262,$360.78 ,$601.30 ,Wilone,O'Kielt
Kelci Walkden,India,99% Dark & Pure,28-06-22,"$2,303.00 ",244,$69.09 ,$115.15 ,Kelci,Walkden
Gunar Cockshoot,Canada,Spicy Special Slims,05-04-22,"$13,405.00 ",12,$402.15 ,$670.25 ,Gunar,Cockshoot
Madelene Upcott,Canada,Peanut Butter Cubes,05-07-22,"$14,763.00 ",113,$442.89 ,$738.15 ,Madelene,Upcott
Kaine Padly,New Zealand,Eclairs,20-01-22,"$12,894.00 ",48,$386.82 ,$644.70 ,Kaine,Padly
Ches Bonnell,New Zealand,Drinking Coco,16-02-22,"$8,302.00 ",131,$249.06 ,$415.10 ,Ches,Bonnell
Curtice Advani,UK,Drinking Coco,12-07-22,$455.00 ,174,$13.65 ,$22.75 ,Curtice,Advani
Kelci Walkden,India,Raspberry Choco,16-06-22,"$8,183.00 ",254,$245.49 ,$409.15 ,Kelci,Walkden
Dotty Strutley,Australia,Choco Coated Almonds,13-04-22,"$1,645.00 ",284,$49.35 ,$82.25 ,Dotty,Strutley
Kaine Padly,UK,50% Dark Bites,21-02-22,"$3,143.00 ",67,$94.29 ,$157.15 ,Kaine,Padly
Roddy Speechley,Canada,Choco Coated Almonds,11-05-22,"$5,873.00 ",249,$176.19 ,$293.65 ,Roddy,Speechley
Ches Bonnell,India,50% Dark Bites,15-04-22,"$11,298.00 ",313,$338.94 ,$564.90 ,Ches,Bonnell
Oby Sorrel,Canada,Peanut Butter Cubes,07-06-22,"$12,425.00 ",167,$372.75 ,$621.25 ,Oby,Sorrel
Oby Sorrel,UK,White Choc,27-06-22,"$1,715.00 ",286,$51.45 ,$85.75 ,Oby,Sorrel
Barr Faughny,India,After Nines,29-07-22,"$8,190.00 ",109,$245.70 ,$409.50 ,Barr,Faughny
Wilone O'Kielt,Canada,Smooth Sliky Salty,02-06-22,"$4,991.00 ",166,$149.73 ,$249.55 ,Wilone,O'Kielt
Rafaelita Blaksland,India,Mint Chip Choco,26-01-22,"$15,491.00 ",85,$464.73 ,$774.55 ,Rafaelita,Blaksland
Rafaelita Blaksland,Canada,99% Dark & Pure,02-03-22,"$5,096.00 ",142,$152.88 ,$254.80 ,Rafaelita,Blaksland
Van Tuxwell,Australia,70% Dark Bites,10-01-22,"$7,063.00 ",104,$211.89 ,$353.15 ,Van,Tuxwell
Beverie Moffet,USA,70% Dark Bites,27-06-22,"$2,275.00 ",115,$68.25 ,$113.75 ,Beverie,Moffet
Barr Faughny,Canada,Orange Choco,30-06-22,"$7,602.00 ",18,$228.06 ,$380.10 ,Barr,Faughny
Roddy Speechley,Australia,85% Dark Bars,08-07-22,"$4,200.00 ",80,$126.00 ,$210.00 ,Roddy,Speechley
Oby Sorrel,India,Spicy Special Slims,08-06-22,"$11,137.00 ",88,$334.11 ,$556.85 ,Oby,Sorrel
Jan Morforth,UK,Manuka Honey Choco,18-08-22,"$3,388.00 ",212,$101.64 ,$169.40 ,Jan,Morforth
Kaine Padly,Australia,After Nines,08-04-22,"$6,832.00 ",306,$204.96 ,$341.60 ,Kaine,Padly
Wilone O'Kielt,Canada,Fruit & Nut Bars,08-08-22,"$3,437.00 ",181,$103.11 ,$171.85 ,Wilone,O'Kielt
Wilone O'Kielt,UK,Milk Bars,26-08-22,$301.00 ,65,$9.03 ,$15.05 ,Wilone,O'Kielt
Oby Sorrel,Canada,Fruit & Nut Bars,14-01-22,"$1,869.00 ",158,$56.07 ,$93.45 ,Oby,Sorrel
Dennison Crosswaite,USA,Baker's Choco Chips,11-08-22,"$17,465.00 ",271,$523.95 ,$873.25 ,Dennison,Crosswaite
Madelene Upcott,USA,Almond Choco,31-05-22,"$10,143.00 ",24,$304.29 ,$507.15 ,Madelene,Upcott
Van Tuxwell,New Zealand,50% Dark Bites,11-07-22,"$3,626.00 ",10,$108.78 ,$181.30 ,Van,Tuxwell
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02-03-22,"$3,346.00 ",304,$100.38 ,$167.30 ,Karlen,McCaffrey
Madelene Upcott,Australia,Raspberry Choco,13-07-22,"$6,321.00 ",88,$189.63 ,$316.05 ,Madelene,Upcott
Rafaelita Blaksland,UK,Spicy Special Slims,03-08-22,"$9,345.00 ",133,$280.35 ,$467.25 ,Rafaelita,Blaksland
Curtice Advani,UK,Peanut Butter Cubes,01-03-22,"$15,008.00 ",165,$450.24 ,$750.40 ,Curtice,Advani
Kelci Walkden,New Zealand,White Choc,13-04-22,"$7,609.00 ",150,$228.27 ,$380.45 ,Kelci,Walkden
Beverie Moffet,Canada,Fruit & Nut Bars,14-02-22,"$10,332.00 ",180,$309.96 ,$516.60 ,Beverie,Moffet
Mallorie Waber,India,White Choc,26-07-22,$819.00 ,213,$24.57 ,$40.95 ,Mallorie,Waber
Brien Boise,UK,Drinking Coco,27-01-22,"$5,754.00 ",133,$172.62 ,$287.70 ,Brien,Boise
Jehu Rudeforth,India,Peanut Butter Cubes,14-04-22,$28.00 ,446,$0.84 ,$1.40 ,Jehu,Rudeforth
Oby Sorrel,USA,Almond Choco,19-05-22,"$6,440.00 ",141,$193.20 ,$322.00 ,Oby,Sorrel
Husein Augar,India,Eclairs,09-02-22,"$4,956.00 ",58,$148.68 ,$247.80 ,Husein,Augar
Brien Boise,UK,Spicy Special Slims,25-05-22,"$2,352.00 ",58,$70.56 ,$117.60 ,Brien,Boise
Oby Sorrel,Australia,Manuka Honey Choco,26-01-22,"$3,906.00 ",76,$117.18 ,$195.30 ,Oby,Sorrel
Beverie Moffet,India,White Choc,04-07-22,"$1,813.00 ",296,$54.39 ,$90.65 ,Beverie,Moffet
Ches Bonnell,India,Almond Choco,13-04-22,"$11,788.00 ",73,$353.64 ,$589.40 ,Ches,Bonnell
Gigi Bohling,Australia,Smooth Sliky Salty,25-01-22,"$5,768.00 ",119,$173.04 ,$288.40 ,Gigi,Bohling
Camilla Castle,USA,85% Dark Bars,25-04-22,"$2,401.00 ",78,$72.03 ,$120.05 ,Camilla,Castle
Camilla Castle,USA,Eclairs,10-06-22,"$4,515.00 ",392,$135.45 ,$225.75 ,Camilla,Castle
Madelene Upcott,New Zealand,White Choc,22-08-22,"$10,794.00 ",51,$323.82 ,$539.70 ,Madelene,Upcott
Van Tuxwell,India,After Nines,27-06-22,"$13,706.00 ",207,$411.18 ,$685.30 ,Van,Tuxwell
Husein Augar,India,Orange Choco,30-06-22,"$4,361.00 ",40,$130.83 ,$218.05 ,Husein,Augar
Jehu Rudeforth,India,Almond Choco,30-08-22,"$10,122.00 ",100,$303.66 ,$506.10 ,Jehu,Rudeforth
Karlen McCaffrey,Australia,Raspberry Choco,23-08-22,$994.00 ,57,$29.82 ,$49.70 ,Karlen,McCaffrey
Camilla Castle,New Zealand,99% Dark & Pure,26-08-22,"$2,268.00 ",42,$68.04 ,$113.40 ,Camilla,Castle
Gigi Bohling,Australia,Orange Choco,09-03-22,$574.00 ,156,$17.22 ,$28.70 ,Gigi,Bohling
Kelci Walkden,UK,Drinking Coco,20-04-22,"$1,792.00 ",23,$53.76 ,$89.60 ,Kelci,Walkden
Mallorie Waber,Canada,Caramel Stuffed Bars,10-06-22,"$4,844.00 ",539,$145.32 ,$242.20 ,Mallorie,Waber
Husein Augar,Australia,Organic Choco Syrup,08-02-22,$938.00 ,158,$28.14 ,$46.90 ,Husein,Augar
Brien Boise,Australia,White Choc,25-08-22,"$4,879.00 ",22,$146.37 ,$243.95 ,Brien,Boise
Dotty Strutley,India,Peanut Butter Cubes,16-02-22,"$9,107.00 ",73,$273.21 ,$455.35 ,Dotty,Strutley
Dennison Crosswaite,UK,99% Dark & Pure,30-05-22,"$12,187.00 ",27,$365.61 ,$609.35 ,Dennison,Crosswaite
Gigi Bohling,New Zealand,50% Dark Bites,29-06-22,"$5,670.00 ",64,$170.10 ,$283.50 ,Gigi,Bohling
Gigi Bohling,USA,Milk Bars,16-06-22,$476.00 ,133,$14.28 ,$23.80 ,Gigi,Bohling
Brien Boise,UK,Caramel Stuffed Bars,04-03-22,"$2,681.00 ",149,$80.43 ,$134.05 ,Brien,Boise
Curtice Advani,New Zealand,Peanut Butter Cubes,15-03-22,"$1,533.00 ",434,$45.99 ,$76.65 ,Curtice,Advani
Curtice Advani,New Zealand,50% Dark Bites,27-01-22,"$9,765.00 ",85,$292.95 ,$488.25 ,Curtice,Advani
Beverie Moffet,Canada,Drinking Coco,05-07-22,$994.00 ,118,$29.82 ,$49.70 ,Beverie,Moffet
Barr Faughny,USA,Caramel Stuffed Bars,29-03-22,"$3,318.00 ",299,$99.54 ,$165.90 ,Barr,Faughny
Mallorie Waber,Canada,Almond Choco,12-05-22,"$4,214.00 ",35,$126.42 ,$210.70 ,Mallorie,Waber
Oby Sorrel,USA,Drinking Coco,11-03-22,"$7,714.00 ",44,$231.42 ,$385.70 ,Oby,Sorrel
Brien Boise,New Zealand,Eclairs,11-07-22,"$4,690.00 ",299,$140.70 ,$234.50 ,Brien,Boise
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01-08-22,"$13,062.00 ",62,$391.86 ,$653.10 ,Gunar,Cockshoot
Gunar Cockshoot,UK,Spicy Special Slims,16-02-22,"$12,488.00 ",200,$374.64 ,$624.40 ,Gunar,Cockshoot
Curtice Advani,USA,After Nines,13-04-22,"$14,147.00 ",235,$424.41 ,$707.35 ,Curtice,Advani
Oby Sorrel,India,Choco Coated Almonds,14-02-22,$49.00 ,363,$1.47 ,$2.45 ,Oby,Sorrel
Ches Bonnell,Australia,Peanut Butter Cubes,14-03-22,"$10,199.00 ",68,$305.97 ,$509.95 ,Ches,Bonnell
Oby Sorrel,Australia,Spicy Special Slims,26-04-22,"$11,389.00 ",26,$341.67 ,$569.45 ,Oby,Sorrel
Jehu Rudeforth,Canada,Manuka Honey Choco,05-04-22,"$3,584.00 ",200,$107.52 ,$179.20 ,Jehu,Rudeforth
Camilla Castle,Canada,Drinking Coco,03-03-22,"$12,481.00 ",264,$374.43 ,$624.05 ,Camilla,Castle
Kaine Padly,USA,Spicy Special Slims,13-06-22,"$2,107.00 ",175,$63.21 ,$105.35 ,Kaine,Padly
Marney O'Breen,New Zealand,70% Dark Bites,14-02-22,"$8,603.00 ",352,$258.09 ,$430.15 ,Marney,O'Breen
Roddy Speechley,New Zealand,99% Dark & Pure,18-04-22,"$7,483.00 ",183,$224.49 ,$374.15 ,Roddy,Speechley
Oby Sorrel,New Zealand,85% Dark Bars,01-02-22,"$3,381.00 ",417,$101.43 ,$169.05 ,Oby,Sorrel
Dotty Strutley,New Zealand,Orange Choco,04-08-22,"$2,030.00 ",146,$60.90 ,$101.50 ,Dotty,Strutley
Andria Kimpton,New Zealand,Almond Choco,05-04-22,"$6,559.00 ",158,$196.77 ,$327.95 ,Andria,Kimpton
Karlen McCaffrey,Australia,99% Dark & Pure,26-01-22,"$10,822.00 ",168,$324.66 ,$541.10 ,Karlen,McCaffrey
Kaine Padly,UK,After Nines,21-01-22,"$18,697.00 ",176,$560.91 ,$934.85 ,Kaine,Padly
Kaine Padly,Canada,After Nines,22-08-22,"$5,845.00 ",172,$175.35 ,$292.25 ,Kaine,Padly
Kaine Padly,UK,Drinking Coco,27-01-22,"$2,317.00 ",224,$69.51 ,$115.85 ,Kaine,Padly
Rafaelita Blaksland,UK,50% Dark Bites,16-02-22,"$10,150.00 ",68,$304.50 ,$507.50 ,Rafaelita,Blaksland
Dotty Strutley,USA,Raspberry Choco,03-01-22,"$3,437.00 ",46,$103.11 ,$171.85 ,Dotty,Strutley
Karlen McCaffrey,USA,White Choc,24-08-22,"$4,592.00 ",2,$137.76 ,$229.60 ,Karlen,McCaffrey
Oby Sorrel,USA,Spicy Special Slims,07-02-22,"$5,691.00 ",417,$170.73 ,$284.55 ,Oby,Sorrel
Mallorie Waber,Australia,Smooth Sliky Salty,11-02-22,"$4,158.00 ",109,$124.74 ,$207.90 ,Mallorie,Waber
Kaine Padly,Canada,Organic Choco Syrup,29-03-22,"$5,684.00 ",81,$170.52 ,$284.20 ,Kaine,Padly
Marney O'Breen,USA,Peanut Butter Cubes,15-06-22,$693.00 ,350,$20.79 ,$34.65 ,Marney,O'Breen
Dennison Crosswaite,UK,Smooth Sliky Salty,26-04-22,$546.00 ,142,$16.38 ,$27.30 ,Dennison,Crosswaite
Brien Boise,Australia,Organic Choco Syrup,15-07-22,"$4,263.00 ",264,$127.89 ,$213.15 ,Brien,Boise
Beverie Moffet,India,Organic Choco Syrup,23-06-22,"$1,036.00 ",20,$31.08 ,$51.80 ,Beverie,Moffet
Dennison Crosswaite,Australia,Baker's Choco Chips,11-01-22,"$13,846.00 ",421,$415.38 ,$692.30 ,Dennison,Crosswaite
Beverie Moffet,UK,50% Dark Bites,09-02-22,"$2,499.00 ",271,$74.97 ,$124.95 ,Beverie,Moffet
Van Tuxwell,UK,Almond Choco,06-06-22,"$10,689.00 ",204,$320.67 ,$534.45 ,Van,Tuxwell
Dotty Strutley,UK,Caramel Stuffed Bars,10-08-22,"$5,768.00 ",235,$173.04 ,$288.40 ,Dotty,Strutley
Wilone O'Kielt,Australia,Smooth Sliky Salty,04-01-22,"$2,226.00 ",46,$66.78 ,$111.30 ,Wilone,O'Kielt
Andria Kimpton,Canada,70% Dark Bites,08-04-22,"$10,262.00 ",15,$307.86 ,$513.10 ,Andria,Kimpton
Barr Faughny,UK,Milk Bars,02-03-22,"$3,864.00 ",430,$115.92 ,$193.20 ,Barr,Faughny
Van Tuxwell,Canada,Drinking Coco,15-06-22,"$4,900.00 ",709,$147.00 ,$245.00 ,Van,Tuxwell
Jehu Rudeforth,Australia,After Nines,14-02-22,"$5,250.00 ",47,$157.50 ,$262.50 ,Jehu,Rudeforth
Husein Augar,UK,After Nines,05-07-22,"$3,507.00 ",380,$105.21 ,$175.35 ,Husein,Augar
Barr Faughny,India,Mint Chip Choco,12-01-22,"$7,413.00 ",465,$222.39 ,$370.65 ,Barr,Faughny
Curtice Advani,India,Mint Chip Choco,03-03-22,"$8,155.00 ",96,$244.65 ,$407.75 ,Curtice,Advani
Jehu Rudeforth,New Zealand,Milk Bars,18-05-22,"$2,478.00 ",188,$74.34 ,$123.90 ,Jehu,Rudeforth
Gunar Cockshoot,India,Caramel Stuffed Bars,28-07-22,"$2,471.00 ",202,$74.13 ,$123.55 ,Gunar,Cockshoot
Curtice Advani,UK,Manuka Honey Choco,07-02-22,"$1,666.00 ",106,$49.98 ,$83.30 ,Curtice,Advani
Andria Kimpton,India,Orange Choco,30-05-22,$301.00 ,421,$9.03 ,$15.05 ,Andria,Kimpton
Mallorie Waber,Australia,Raspberry Choco,25-04-22,"$8,400.00 ",27,$252.00 ,$420.00 ,Mallorie,Waber
Beverie Moffet,Canada,85% Dark Bars,16-02-22,"$6,139.00 ",45,$184.17 ,$306.95 ,Beverie,Moffet
Kelci Walkden,Australia,Drinking Coco,04-05-22,"$1,288.00 ",60,$38.64 ,$64.40 ,Kelci,Walkden
Van Tuxwell,Canada,70% Dark Bites,02-06-22,"$7,077.00 ",77,$212.31 ,$353.85 ,Van,Tuxwell
Dennison Crosswaite,USA,Caramel Stuffed Bars,11-07-22,"$2,317.00 ",464,$69.51 ,$115.85 ,Dennison,Crosswaite
Beverie Moffet,New Zealand,Spicy Special Slims,07-06-22,$63.00 ,60,$1.89 ,$3.15 ,Beverie,Moffet
Jan Morforth,UK,Almond Choco,06-07-22,"$9,744.00 ",157,$292.32 ,$487.20 ,Jan,Morforth
Husein Augar,India,Raspberry Choco,15-06-22,"$9,954.00 ",154,$298.62 ,$497.70 ,Husein,Augar
Dotty Strutley,India,Mint Chip Choco,14-04-22,"$1,260.00 ",239,$37.80 ,$63.00 ,Dotty,Strutley
Camilla Castle,India,Drinking Coco,08-08-22,$469.00 ,163,$14.07 ,$23.45 ,Camilla,Castle
Marney O'Breen,UK,Drinking Coco,29-03-22,$973.00 ,28,$29.19 ,$48.65 ,Marney,O'Breen
Roddy Speechley,Australia,Organic Choco Syrup,04-07-22,"$3,647.00 ",76,$109.41 ,$182.35 ,Roddy,Speechley
Ches Bonnell,India,99% Dark & Pure,16-02-22,$455.00 ,96,$13.65 ,$22.75 ,Ches,Bonnell
Rafaelita Blaksland,Canada,Spicy Special Slims,02-05-22,"$2,520.00 ",156,$75.60 ,$126.00 ,Rafaelita,Blaksland
Van Tuxwell,India,Eclairs,21-07-22,"$10,500.00 ",106,$315.00 ,$525.00 ,Van,Tuxwell
Gunar Cockshoot,Australia,99% Dark & Pure,18-08-22,"$7,952.00 ",235,$238.56 ,$397.60 ,Gunar,Cockshoot
Kaine Padly,USA,85% Dark Bars,22-06-22,$483.00 ,259,$14.49 ,$24.15 ,Kaine,Padly
Camilla Castle,UK,Peanut Butter Cubes,19-07-22,"$4,872.00 ",126,$146.16 ,$243.60 ,Camilla,Castle
Madelene Upcott,UK,Peanut Butter Cubes,12-08-22,"$7,756.00 ",85,$232.68 ,$387.80 ,Madelene,Upcott
Madelene Upcott,USA,Choco Coated Almonds,07-06-22,"$5,446.00 ",132,$163.38 ,$272.30 ,Madelene,Upcott
Marney O'Breen,Canada,Peanut Butter Cubes,08-03-22,"$6,594.00 ",91,$197.82 ,$329.70 ,Marney,O'Breen
Ches Bonnell,Australia,Choco Coated Almonds,08-04-22,"$1,470.00 ",167,$44.10 ,$73.50 ,Ches,Bonnell
Curtice Advani,Canada,Eclairs,06-05-22,$721.00 ,203,$21.63 ,$36.05 ,Curtice,Advani
Roddy Speechley,India,Drinking Coco,31-05-22,"$4,494.00 ",11,$134.82 ,$224.70 ,Roddy,Speechley
Van Tuxwell,Australia,Mint Chip Choco,13-01-22,"$2,674.00 ",295,$80.22 ,$133.70 ,Van,Tuxwell
Dennison Crosswaite,USA,70% Dark Bites,15-03-22,$658.00 ,77,$19.74 ,$32.90 ,Dennison,Crosswaite
Andria Kimpton,Canada,Peanut Butter Cubes,16-02-22,"$1,127.00 ",319,$33.81 ,$56.35 ,Andria,Kimpton
Gigi Bohling,USA,70% Dark Bites,14-01-22,"$7,364.00 ",196,$220.92 ,$368.20 ,Gigi,Bohling
Rafaelita Blaksland,Australia,White Choc,21-03-22,"$6,818.00 ",102,$204.54 ,$340.90 ,Rafaelita,Blaksland
Roddy Speechley,Canada,Drinking Coco,17-05-22,"$6,776.00 ",312,$203.28 ,$338.80 ,Roddy,Speechley
Camilla Castle,New Zealand,85% Dark Bars,08-08-22,"$15,099.00 ",55,$452.97 ,$754.95 ,Camilla,Castle
Madelene Upcott,Canada,Milk Bars,26-04-22,"$3,612.00 ",82,$108.36 ,$180.60 ,Madelene,Upcott
Madelene Upcott,Australia,70% Dark Bites,15-04-22,"$3,710.00 ",260,$111.30 ,$185.50 ,Madelene,Upcott
Oby Sorrel,Canada,Eclairs,19-05-22,"$6,111.00 ",591,$183.33 ,$305.55 ,Oby,Sorrel
Dennison Crosswaite,Canada,Drinking Coco,10-01-22,"$2,702.00 ",24,$81.06 ,$135.10 ,Dennison,Crosswaite
Mallorie Waber,New Zealand,After Nines,04-05-22,$483.00 ,228,$14.49 ,$24.15 ,Mallorie,Waber
Roddy Speechley,Canada,White Choc,05-04-22,"$5,887.00 ",268,$176.61 ,$294.35 ,Roddy,Speechley
Andria Kimpton,India,After Nines,17-01-22,$952.00 ,68,$28.56 ,$47.60 ,Andria,Kimpton
Roddy Speechley,India,Spicy Special Slims,22-03-22,"$10,647.00 ",173,$319.41 ,$532.35 ,Roddy,Speechley
Dotty Strutley,Australia,White Choc,05-07-22,"$6,055.00 ",93,$181.65 ,$302.75 ,Dotty,Strutley
Oby Sorrel,Canada,Orange Choco,27-04-22,"$8,757.00 ",338,$262.71 ,$437.85 ,Oby,Sorrel
Kaine Padly,Canada,Almond Choco,12-08-22,"$6,055.00 ",73,$181.65 ,$302.75 ,Kaine,Padly
Jan Morforth,UK,Baker's Choco Chips,11-03-22,$721.00 ,251,$21.63 ,$36.05 ,Jan,Morforth
Jehu Rudeforth,UK,Fruit & Nut Bars,13-05-22,"$8,589.00 ",229,$257.67 ,$429.45 ,Jehu,Rudeforth
Dennison Crosswaite,USA,Smooth Sliky Salty,12-05-22,"$11,781.00 ",91,$353.43 ,$589.05 ,Dennison,Crosswaite
Brien Boise,USA,Raspberry Choco,12-01-22,$672.00 ,194,$20.16 ,$33.60 ,Brien,Boise
Madelene Upcott,New Zealand,Milk Bars,29-03-22,"$12,558.00 ",403,$376.74 ,$627.90 ,Madelene,Upcott
Roddy Speechley,India,50% Dark Bites,14-03-22,"$8,337.00 ",12,$250.11 ,$416.85 ,Roddy,Speechley
Barr Faughny,New Zealand,99% Dark & Pure,24-05-22,"$8,134.00 ",195,$244.02 ,$406.70 ,Barr,Faughny
Dennison Crosswaite,Canada,Organic Choco Syrup,28-01-22,"$8,491.00 ",75,$254.73 ,$424.55 ,Dennison,Crosswaite
Beverie Moffet,India,Almond Choco,24-05-22,"$3,066.00 ",96,$91.98 ,$153.30 ,Beverie,Moffet
Brien Boise,Australia,Peanut Butter Cubes,19-08-22,$301.00 ,205,$9.03 ,$15.05 ,Brien,Boise
Karlen McCaffrey,Australia,Spicy Special Slims,17-05-22,"$4,410.00 ",323,$132.30 ,$220.50 ,Karlen,McCaffrey
Jehu Rudeforth,USA,White Choc,07-06-22,"$6,559.00 ",119,$196.77 ,$327.95 ,Jehu,Rudeforth
Ches Bonnell,Canada,Organic Choco Syrup,26-07-22,$574.00 ,217,$17.22 ,$28.70 ,Ches,Bonnell
Dotty Strutley,India,Eclairs,28-07-22,"$2,086.00 ",384,$62.58 ,$104.30 ,Dotty,Strutley
Karlen McCaffrey,India,70% Dark Bites,23-05-22,"$5,075.00 ",344,$152.25 ,$253.75 ,Karlen,McCaffrey
Jehu Rudeforth,UK,Mint Chip Choco,04-01-23,"$5,902.13 ",178,$177.06 ,$295.11 ,Jehu,Rudeforth
Van Tuxwell,India,85% Dark Bars,01-08-23,"$8,074.39 ",100,$242.23 ,$403.72 ,Van,Tuxwell
Gigi Bohling,India,Peanut Butter Cubes,07-07-23,"$4,666.18 ",100,$139.99 ,$233.31 ,Gigi,Bohling
Jan Morforth,Australia,Peanut Butter Cubes,27-04-23,"$14,103.40 ",350,$423.10 ,$705.17 ,Jan,Morforth
Jehu Rudeforth,UK,Peanut Butter Cubes,24-02-23,"$14,167.84 ",178,$425.04 ,$708.39 ,Jehu,Rudeforth
Van Tuxwell,India,Smooth Sliky Salty,06-06-23,"$5,768.75 ",37,$173.06 ,$288.44 ,Van,Tuxwell
Oby Sorrel,UK,99% Dark & Pure,25-01-23,"$14,673.20 ",175,$440.20 ,$733.66 ,Oby,Sorrel
Gunar Cockshoot,Australia,After Nines,24-03-23,"$3,249.23 ",78,$97.48 ,$162.46 ,Gunar,Cockshoot
Jehu Rudeforth,New Zealand,50% Dark Bites,20-04-23,"$4,526.24 ",64,$135.79 ,$226.31 ,Jehu,Rudeforth
Brien Boise,Australia,99% Dark & Pure,04-07-23,"$3,166.56 ",98,$95.00 ,$158.33 ,Brien,Boise
